Lot Number,Chassis Number,Running Condition,Seller,Location,Model,Year,Kilometers,Engine,Gearbox,Date,Price
13777.0,WP0AA0920HN453944,True,euroclassics,"Dayton, Ohio 45439",Porsche 924,1987.0,69000.0,2.5-Liter Inline-four,5-Speed Manual Transaxle,2018-11-05,4759.0
16550.0,JT2AE88C8G0188997,True,Jrsae86,"Dallas, Texas",,1986.0,360000.0,1.6L 4A-GE Twin-Cam Inline-Four,5-Speed Manual Transmission,2019-02-22,20000.0
13028.0,KR2023427,True,SVclassics,"Clermont, Florida 34711",,1983.0,60000.0,544cc 2-Cylinder,4-Speed Manual Gearbox,2018-10-09,6200.0
13557.0,158471137,False,europeancar,"Wichita, Kansas 67203",Volkswagen Beetle,1968.0,64000.0,"Replacement 1,600cc Dual-Port Four",4-Speed Manual Transmission,2018-10-26,6000.0
19602.0,SALLDHAC7AA212227,True,HigherGroundRovers,"Wakefield, Rhode Island 02879",Land Rover Defender,1984.0,1448.0,No Engine Data Found,5-Speed LT77H Manual Gearbox,2019-06-06,32500.0
17820.0,WP0AA29915S715332,True,RockyR,"San Antonio, Texas 78249",Porsche 997 911,2005.0,12713.0,3.6L Flat-Six,6-Speed Manual Transaxle,2019-04-11,39250.0
14331.0,SCCPC11185HL34951,True,insideline,"Colorado Springs, Colorado 80907",Lotus Elise,2005.0,5793.0,1.8L Toyota 2ZZ-GE Inline-Four,6-Speed Manual Gearbox,2018-11-26,40250.0
20676.0,KMHHT6KD6AU004640,True,bbimpreza,"Austin, Texas 78750",,2010.0,6000.0,2.0-Liter Turbocharged Four,Six-Speed Manual Gearbox,2019-07-08,12300.0
19299.0,ZA9JB00A3HLA12369,True,alex_Interstate123,"Pennington, New Jersey 08534",,1987.0,12000.0,3.5-Liter DOHC V8,5-Speed Manual Gearbox,2019-05-29,87000.0
18805.0,RD03 5002059,True,montanamotorcycles,"Rammelsbach, Germany",Honda Motorcycles,1991.0,92000.0,Liquid-Cooled 647cc V-Twin,5-Speed Transmission,2019-05-14,3300.0
15454.0,C036X6005716,True,adrenalinsports,"Richmond, Utah 84333",,1975.0,30000.0,3.0L B30 Straight-Six,5-Speed Manual Gearbox,2019-01-10,35250.0
17324.0,WP0AA2999XS624361,True,Stu777,"Northridge, California 91325",Porsche 996 911,1999.0,131000.0,No Engine Data Found,6-Speed Manual Transmission,2019-03-22,25000.0
14160.0,WUAPV54B73N905192,True,pmautolocate,"San Diego, California 92121",Audi RS6,2003.0,114000.0,Twin-Turbocharged 4.2L V8,5-Speed Tiptronic Automatic,2018-11-19,11250.0
12949.0,00150147,True,Smeraldo03,"Santa Barbara, California 93101",,1961.0,31000.0,Rebuilt/Overbored 125cc 4-Stroke Single,4-Speed Transmission,2018-10-05,3333.0
13650.0,WBAEC7410J0608253,True,cmkinney,"Provo, Utah 84604",BMW E24 6-Series,1988.0,185000.0,3.4L M30B35 Inline-Six,5-Speed Manual Gearbox,2018-10-30,13000.0
14998.0,VF320CHD223989153,True,alfaromeo1112,"Champlain, New York 12919",,1991.0,16000.0,1.1-Liter Inline-Four,5-Speed Manual Transaxle,2018-12-19,6000.0
18817.0,013560,False,Angelo1952,"Downey, California 90240-2659",,1962.0,88000.0,1200cc Inline-Four,4-Speed Manual Transmission,2019-05-14,9100.0
18486.0,818630079519,True,TheManc,"Colorado Springs, Colorado 80906",Lancia Fulvia,,63000.0,"1,298cc V4",5-Speed Manual,2019-05-03,17250.0
19212.0,TS615505L,True,Terry59,"Mount Pleasant, South Carolina 29466",Triumph TR3,1959.0,7402.0,"2,138cc Inline-Four",4-Speed Manual Transmission,2019-05-27,22450.0
14498.0,ZFFLM40A0P0094779,True,Traderj,"McLean, Virginia 22101",Ferrari Testarossa,1993.0,44000.0,4.9-Liter Flat-12,5-Speed Manual Transaxle,2018-12-03,157000.0
13033.0,9249204026,True,jsmithNW,"Corvallis, Oregon 97333",Porsche 924,1979.0,123000.0,2.0L Inline-Four,Dogleg 5-Speed Manual Transaxle,2018-10-09,3700.0
13829.0,ZFFXA20A3K0082889,True,porschebob,"Englewood, Colorado 80112",Ferrari 328,1989.0,30000.0,3.2-Liter V8,5-Speed Manual Gearbox,2018-11-07,73000.0
13238.0,SCCPC11125HL30135,True,johnbogdanffy,"Fair Lawn, New Jersey",Lotus Elise,2005.0,60350.0,Supercharged 1.8L Inline-Four,6-Speed Manual Transmission,2018-10-16,35250.0
13494.0,WP0AA29912S622743,True,GTsilber,"Boca Raton, Florida 33433",Porsche 996 911,2002.0,172000.0,3.6L Flat-Six,6-Speed Manual Transaxle,2018-10-24,22750.0
15141.0,WBSBL93486PN64782,True,bavarian916,"Elk Grove, California 95757",BMW E46 M3,2006.0,57000.0,3.2L S54 Straight-Six,6-Speed SMG Transmission,2018-12-26,22000.0
20915.0,303105,True,Spyderbrian,"Cincinnati, Ohio 45211",,1966.0,104000.0,Numbers-Matching 2.0L Flat-Six,Original 902/1 Transaxle,2019-07-15,78000.0
20818.0,WBSBL93434PN58370,True,DanielN,"Miami, Florida 33133",BMW E46 M3,2004.0,82000.0,3.2-Liter Inline-Six,6-Speed Manual Transmission,2019-07-11,25800.0
18613.0,WMWSU9C53DT722279,True,ajudge11,"San Francisco, California 94110",Mini Modern,2013.0,12000.0,1.6L Turbocharged Inline-Four,6-Speed Manual Transaxle,2019-05-08,23750.0
16236.0,5TETU22NX6Z266866,True,ModernClassicNJ,"Freehold, New Jersey 07728",Toyota Pickup,2006.0,69000.0,4.0-Liter DOHC V6,6-Speed Manual Transmission,2019-02-11,14100.0
13874.0,SW48737PA,True,battybug,"Quarryville, Pennsylvania 17566",,1932.0,,350ci Chevrolet V8,3-Speed Automatic Transmission,2018-11-08,22250.0
18589.0, TS38367L,True,ajsblack,"East Otis, Massachusetts 01029",Triumph TR3,1959.0,51000.0,"1,991cc Inline-Four",4-Speed Manual,2019-05-07,17000.0
15897.0,H54B014575,True,GEB67,"Charlottesville, Virginia 22911",Chevrolet Pickup,1954.0,,No Engine Data Found,3-Speed Manual Gearbox,2019-01-29,16500.0
19708.0,F10HRS81568,True,dburns6971,"Fair Haven, New Jersey 07704",,1974.0,157000.0,390ci V8,3-Speed Automatic Transmission,2019-06-10,9100.0
13993.0,1G1AY878XC5124980,True,shannonstevens,"Wilmington, Delaware 19802",Chevrolet Corvette C3,1982.0,15449.0,Injected 350ci V8,4-Speed Automatic Transmission,2018-11-13,17500.0
16954.0,FJ4034440,True,americanmotorscorp,"San Jose, California 95129",Toyota Land Cruiser FJ40,1965.0,80000.0,3.9-Liter Inline-Six,4-Speed Manual Gearbox,2019-03-08,23500.0
16583.0,CB650C2000572,True,UltraMotorSource,"Menasha, Wisconsin 54952",Honda Motorcycles,1980.0,30000.0,627cc SOHC 4-Cylinder,5-Speed Transmission,2019-02-25,1700.0
17518.0,WDBFA76E7SF121125,True,henryaunger,"Jefferson, North Carolina 28640",Mercedes-Benz R129 SL,1995.0,191000.0,6.0L M120 V12,4-Speed Automatic Transmission,2019-04-01,7000.0
15894.0,WBABB2303K8864696,True,vikingsd1,"San Diego, California 92130",BMW E30,1989.0,,2.5L M20 Straight-Six,Automatic Transmission,2019-01-29,12300.0
18906.0,WUADU78E38N900486,True,GreyblackRS4,"La Quinta, California 92253",Audi RS4,2008.0,123000.0,4.2-Liter V8,6-Speed Manual Gearbox,2019-05-16,29000.0
17496.0,SCFBB03B87GC05202,True,DallasMotorClub,"Dallas, Texas 75215",Aston Martin V8 Vantage,2007.0,14000.0,4.3-liter V8,6-Speed Manual Transaxle,2019-03-29,45000.0
19745.0,JHMAF5319GS056231,True,cbjeep,"Wylie, Texas",Honda Civic,1986.0,12000.0,1.5L 8-Valve Inline-Four,5-Speed Manual Transaxle,2019-06-11,8100.0
14903.0,0H37M119160,True,Rangerrinck,"Rockville, Virginia 23146",,1970.0,22000.0,351ci V8,Rebuilt 4-Speed Manual Transmission,2018-12-17,22750.0
14145.0,SCFEBBAKXCGC16532,True,thalde007,"Pacific Palisades, California 90272",Aston Martin V8 Vantage,2012.0,13840.0,4.7L Quad-Cam V8,6-Speed Manual Gearbox,2018-11-19,49407.0
16278.0,1G1YN2DT6D5800212,True,abergsneider,"Chico, California 95928",Chevrolet Corvette C6,2013.0,14000.0,Supercharged 6.2L LS9,6-Speed Manual Transaxle,2019-02-12,58500.0
13549.0,238286,True,Flat6_innovations,"Helen, Georgia 30545",,1962.0,,No Engine Data Found,4-Speed Planetary Gearbox,2018-10-26,23900.0
16870.0,WAUPN44EX7N009702,True,Turbogator,"Spartanburg, South Carolina 29301",Audi S8,2007.0,99000.0,5.2L V10,6-Speed Automatic Transmission,2019-03-06,21385.0
17424.0,RD035006375,True,DasMoto,"Cave Creek, Arizona 85331",Honda Motorcycles,1988.0,77000.0,650cc V-Twin,5-Speed Transmission,2019-03-27,10750.0
19376.0,JT4VN13G6M5057009,True,Rover3,"Loveland, Colorado 80537",Toyota Pickup,1991.0,212000.0,3.0-Liter 3VZ-E V6,5-Speed Manual Gearbox,2019-05-30,12500.0
14869.0,1E16161,True,Blacksmith_Garage,"Eden, Utah 84310",Jaguar XKE Series II & Series III,1968.0,136000.0,Numbers-Matching 4.2L Inline-Six,4-Speed Gearbox,2018-12-14,100000.0
13736.0,C7RF163860,True,DonaldJ,"Gardnerville, Nevada 89460",,1957.0,12070.0,Rebuilt 292ci Y-Block V8,Ford Toploader 4-Speed Manual Gearbox,2018-11-02,25000.0
17974.0,SALHF1346SA655579,True,xssu,"Washington, District of Columbia 20009",Land Rover Range Rover Classic,1995.0,226000.0,4.2L V8,4-Speed Automatic Transmission,2019-04-16,15000.0
19691.0,1E12268,True,911r,"Portland, Oregon 97227",Jaguar XKE Series I,1966.0,102000.0,Original 4.2L Inline-Six,4-Speed Manual Gearbox,2019-06-10,92500.0
17481.0,SE974PA,False,performanceautogallery,"Gaithersburg, Maryland",,1938.0,87242.0,No Engine Data Found,3-Speed Manual Transmission,2019-03-29,16250.0
20275.0,WVWKG61J04D095768,True,gbozzani,"Covina, California 91723",,2004.0,104000.0,3.2-Liter VR6,6-Speed Manual Gearbox,2019-06-26,18000.0
16625.0,4722921253,True,fast930,"Phoenix, Arizona 85020",Porsche 914,1972.0,127000.0,No Engine Data Found,5-Speed Manual Transaxle,2019-02-26,15500.0
13700.0,12001589,True,ReimelMC,"West Chester, Pennsylvania 19380",Mercedes-Benz W123,1978.0,123000.0,3.0-Liter Diesel Inline-Five,4-Speed Automatic Transmission,2018-11-01,9000.0
15207.0,5TESN92N93Z215498,True,Bryce,"San Jose, California",Toyota Pickup,2003.0,24135.0,3.4L DOHC V6,Automatic Transmission,2018-12-27,20000.0
13533.0,CT9064L,True,StageCoach66,"Woodbridge, Virginia 22192",Triumph TR4,1962.0,101227.0,"2,138cc Inline-Four",4-Speed Transmission w/Overdrive,2018-10-25,11500.0
14285.0,GAN6UF164315,True,OldCarCollector,"Lodi, California 95242",MG Midget,1975.0,61000.0,1.5-Liter Inline-Four,4-Speed Manual Transmission,2018-11-23,7500.0
13634.0,1j4fy69s9pp216290,True,LP400S,"Phoenix, Arizona 85027",Jeep Wrangler,1993.0,17000.0,4.0L Inline-Six,5-Speed Manual Transmission,2018-10-30,24250.0
13599.0,HLS30455755,True,Johnmcg,"Boston, Massachusetts 02128",Datsun 280Z,1978.0,78000.0,2.8L Straight-Six,5-Speed Manual Transmission,2018-10-29,14000.0
19936.0,JT3BJ42CXD0004717,True,pcgewin_merit,"Atlanta, Georgia 30360",Toyota Land Cruiser FJ40,1983.0,7000.0,3.4L Diesel Inline-Four,5-Speed Manual Transmission,2019-06-17,23000.0
13365.0,502116612,True,forwardcars,"Victoria, British Columbia, Canada",,1950.0,54000.0,No Engine Data Found,Column-Shifted 3-Speed Manual Gearbox w/OD,2018-10-19,10501.0
16473.0,WBAEC8417K3268184,True,elindsey17,"Edmond, Oklahoma 73025",BMW E24 6-Series,1989.0,233273.0,3.5L Inline-Six,4-Speed Automatic,2019-02-20,9500.0
17825.0,VF7AZKA00KA053053,True,VictoriaClassics,"Lake Worth, Florida 33460",Citroen 2CV,1985.0,25000.0,Rebuilt 652cc Flat-Twin,Rebuilt 4-Speed Manual Transaxle,2019-04-11,13000.0
14420.0,WBSBF9328SEH00648,True,jon_volk,"West Haven, Connecticut 06516",BMW E36 M3,1995.0,217000.0,5.3-Liter LS V8,,2018-11-28,18750.0
16639.0,THPNNP05496,True,nickh11,"Irving, Texas 75060",DeTomaso Pantera,1973.0,32000.0,351ci Cleveland V8,ZF 5-Speed Manual Transaxle,2019-02-27,53500.0
15633.0,SBM11AAA8EW003299,True,Portia,"Naples, Florida 34104",,2014.0,1078.0,Twin-Turbo 3.8L V8,7-Speed Dual-Clutch Transmission,2019-01-18,138000.0
16694.0,FJ40183094,True,122fj40bill,"Boise, Idaho 83703",Toyota Land Cruiser FJ40,1974.0,62000.0,3.8L Inline-Six,4-Speed Manual Transmission,2019-02-28,13750.0
15306.0,1842542863,True,worldmotorsports,"Las Vegas, Nevada 89117",Volkswagen Thing,1974.0,117320.0,1.6L Flat-Four,4-Speed Manual Transaxle,2019-01-02,35334.0
19568.0,JT2MA71N4M0156106,True,shirleynaomi,"San Francisco, California 94114",Toyota Supra,1991.0,189000.0,Turbocharged 3.0-Liter Inline-Six,5-Speed Manual Gearbox,2019-06-05,11250.0
18227.0,4722920149,True,AutomotiveRestorations,"Stratford, Connecticut 06615",Porsche 914,1972.0,4000.0,No Engine Data Found,915 5-Speed Transaxle,2019-04-24,18000.0
14784.0,6183199-R100RS,True,Davidlee8,"Charleston, South Carolina 29403",,1978.0,53000.0,Air-Cooled 980cc Boxer Twin,5-Speed Transmission,2018-12-12,12250.0
19825.0,A83860G507314,True,Hdecker83,"Sheridan, Wyoming 82801",International Harvester Scout,1972.0,1770.0,350ci Chevrolet V8,4-Speed Manual Transmission,2019-06-13,20000.0
18523.0,JT3RN64W7G0047440,True,stevenkiger,"Huntersville, North Carolina 28078",Toyota 4Runner,1986.0,270000.0,2.4-Liter 22RE Inline-Four,5-Speed Manual Gearbox,2019-05-06,17500.0
16020.0,1JCNJ15U1HT142211,True,choicedealsnc2017,"Raleigh, North Carolina",Jeep Grand Wagoneer,1987.0,113458.0,360ci V8,3-Speed Automatic Transmission,2019-02-04,27500.0
17530.0,352209745,True,RustySpokes,"Vancouver, Washington 98686",,1974.0,,Two-Stroke 350cc Twin,6-Speed Transmission,2019-04-01,4200.0
17720.0,U15GL038277,True,wkack,"Nantucket, Massachusetts 02554",Ford Bronco,1977.0,54000.0,302ci V8,3-Speed Manual Transmission,2019-04-08,17000.0
19875.0,WBAEG1310NCB42575,True,AlexN,"Simi Valley, California 93065",BMW E31 8-Series,1992.0,111000.0,5.0-Liter M70 V12,6-Speed Manual Gearbox,2019-06-14,30250.0
20276.0,JH4NA1159RT000463,True,Superbeeandy,"Waukesha, Wisconsin 53189",Acura NSX,1994.0,22000.0,3.0-Liter VTEC V6,5-Speed Manual Transaxle,2019-06-26,55500.0
13709.0,A-A V7L 14590,True,Minimann,"Calgary, Alberta, Canada",Mini Classic,1968.0,2000.0,1.8L Honda B18C1 Inline-Four,5-Speed Manual Gearbox,2018-11-01,23000.0
17639.0,1J4GZ88Y2PC688289,True,RoscoePDogg,"Denver, Colorado 80210",Jeep Grand Wagoneer,1993.0,180000.0,5.2-liter V8,4-Speed Automatic Transmission,2019-04-04,7901.0
14080.0,WP0AB29911S685627,True,Integrity,"Fair Oaks, California 95628",Porsche 996 911 Turbo,2001.0,162000.0,Twin-Turbocharged 3.6L Flat-Six,Tiptronic S Transmission,2018-11-15,34250.0
14055.0,132441257668,True,Yvonneswanson,"Salt Lake City, Utah 84117",Volvo Amazon,1967.0,91000.0,1.8L B18 Inline-Four,4-Speed Manual Transmission,2018-11-14,4325.0
19249.0,WDBJF74H5XA948733,True,Blackfin,"Irvine, California 92602",Mercedes-Benz AMG,1999.0,86000.0,5.4-Liter M113 V8,5-Speed Automatic Transmission,2019-05-27,14500.0
17872.0,WBABB2312LEC21772,True,npdoneff,"Spring, Texas 77380",BMW E30,1990.0,212000.0,2.5L M20 Inline-Six,4-Speed Automatic Transmission,2019-04-12,7000.0
14952.0,1JCCF87E8ET032825,True,glix,"Los Angeles, California 90039",Jeep CJ-7,1984.0,138000.0,4.2-Liter Inline-Six,5-Speed Manual Gearbox,2018-12-18,13850.0
14611.0,F25SL091662,True,dj_walls2424,"Gresham, Oregon 97030",Ford Pickup,1977.0,114000.0,400ci V8,3-Speed Automatic Transmission,2018-12-06,15700.0
18881.0,CH43K73151886,True,Dean_Laumbach,"Neptune, New Jersey 07753",,1967.0,131000.0,440ci RB V8,3-Speed TorqueFlight,2019-05-16,10500.0
16532.0,WAULC68E84A193017,True,mrsmith988,"Lehi, Utah 84043",,2004.0,286000.0,Turbocharged 1.8L Inline-four,6-Speed Manual Transmission,2019-02-21,8500.0
13539.0,YTEXU3030,True,Lani_Kai,"Bedford, New York 10506",,1950.0,59000.0,No Engine Data Found,Modified Datsun 5-Speed Manual Gearbox,2018-10-26,19000.0
16719.0,878952,True,Ardview16,"Centerville, Massachusetts 02632-3410",Jaguar XKE Series I,,41000.0,3.8L Inline-Six,4-Speed Manual Transmission,2019-03-01,116000.0
16347.0,ZFFXC26A3H0066461,True,MilesBowles,"La Jolla, California 92037",Ferrari Mondial,1987.0,85000.0,3.2-Liter Quattrovalvole V8,5-Speed Manual Transmission,2019-02-14,30255.0
20188.0,1532540955,True,piloto,"Madison, Wisconsin 53705",Volkswagen Beetle,1973.0,82000.0,Rebuilt 1.6L Flat-Four,Replacement Four-Speed Manual Transaxle,2019-06-24,12000.0
16642.0,ZFFPR41A6S0104404,True,plugzit,"Redondo Beach, California 90277",Ferrari F355,1995.0,51000.0,3.5L 40-Valve V8,6-Speed Manual Gearbox,2019-02-27,72003.0
17811.0,WBSDE934X3CF92916,True,Boaty,"Denver, Colorado 80234",BMW E39 M5,2003.0,220000.0,4.9-Liter S62 V8,6-Speed Manual Transmission,2019-04-10,18750.0
16733.0,1ZVHT82H795146047,True,The_Dude_Abides,"Bridgewater, New Jersey 08807",Ford Mustang S197 2005-2014,2009.0,45000.0,Supercharged 4.6L V8,5-Speed Manual Transmission,2019-03-01,18380.0
13988.0,WBAEG21020CB03494,True,Eurotrash,"Atlanta, Georgia 30316",BMW E31 8-Series,1991.0,82000.0,No Engine Data Found,4-Speed Automatic Transmission,2018-11-13,21888.0
17779.0,JH4DC2311YS004209,True,TIRacing,"Clearwater, Florida 33760",Acura Integra Type R,,197000.0,1.8-Liter VTEC Inline-Four,5-Speed Manual Transmission,2019-04-10,25250.0
17925.0,GHN5UE367063G,True,wicklowwanderer,"Marietta, Georgia 30008",MG MGB,1974.0,24000.0,1.8L Inline-Four,4-Speed Manual Transmission W/OD,2019-04-15,5800.0
20925.0,1442667064,True,zuvieleautos,"Columbus, Ohio 43201",Volkswagen Karmann Ghia,1974.0,127000.0,1.6-Liter Flat-Four,3-Speed Autostick Transmission,2019-07-16,4000.0
14359.0,SBM11AAA5CW000910,True,fia289,"Pleasanton, California 94588",,2012.0,40000.0,Twin-Turbocharged 3.8-Liter V8,7-Speed Dual-Clutch Automatic Gearbox,2018-11-26,81000.0
16676.0,6818591,True,norm,"Sacramento, California 95815",,1956.0,40000.0,900cc 2-Stroke Triple,4-Speed Column-Shifted Manual Gearbox,2019-02-27,11500.0
14103.0,9113100265,True,19739elvn,"Toronto, Ontario, Canada",Porsche Longhood 911,1973.0,105170.0,Rebuilt 2.4-Liter Flat-Six,5-Speed Manual Transmission,2018-11-16,47911.0
14101.0,WP0JB0925JS861795,True,bigfoot928,"Ridgecrest, California 93555",Porsche 928,1988.0,49000.0,5.0L V8,4-Speed Automatic Transmission,2018-11-16,42000.0
19450.0,100378,True,Moosemountain,"Thunder Bay, Ontario, Canada",,1961.0,109000.0,2.5-Liter V8,4-Speed Manual Transmission,2019-06-03,26000.0
16855.0,SBM11AAA4CW000509,True,Fusion1,"Phoenix, Arizona 85040",,2012.0,25105.0,Twin-Turbo 3.8L V8,7-Speed Dual-Clutch Automatic Gearbox,2019-03-06,105000.0
15242.0,WBSBL93423JR24238,True,tbev,"Lexington, South Carolina 29073",BMW E46 M3,2003.0,167000.0,3.2L S54 Inline-Six,6-Speed Manual,2018-12-28,12500.0
13346.0,Y31-857375,True,Traxnada-AmagasakiMotor,"Amagasaki, Hyogo, Japan",,1993.0,23100.0,2.0 Liter VG20E V6 Engine,5-Speed Manual Transmission,2018-10-19,4000.0
17130.0,1J4FJ68S6TL300834,True,dj_walls2424,"Gresham, Oregon 97030",Jeep Cherokee,1996.0,143000.0,4.0L Straight-Six,4-Speed Automatic Transmission,2019-03-15,12500.0
16440.0,JM1FD3336S0400203,True,jim_spicer,"Elk Grove, California 95758",Mazda RX-7 FD,1995.0,66256.0,Twin-Turbocharged 1.3L Rotary,5-Speed Manual Transmission,2019-02-19,26500.0
14878.0,4239562 / 4732905225,True,thrice31x,"Winter Springs, Florida 32708",Porsche 914,1973.0,25000.0,2.0-Liter Type 4 Flat-Four,5-Speed Manual Transaxle,2018-12-14,15000.0
14044.0,WDBSK79F87F128222,True,Bad_Chadi,"North Royalton, Ohio 44133",Mercedes-Benz R230 SL,2007.0,90000.0,AMG-Tuned 6.0L Biturbo V12,5-Speed Speedshift Automatic Transmission,2018-11-14,40000.0
13342.0,SCFADO2A16GB06119,True,LMoellentine,"San Francisco, California 94118",Aston Martin DB9,2006.0,82000.0,6.0-Liter V12,6-Speed Automatic w/Paddle Shifters,2018-10-19,35000.0
16907.0,2158670,True,DasAutoShop,"Fullerton, California",,1971.0,122000.0,"1,600cc Flat-Four",4-Speed Manual Transaxle,2019-03-07,8500.0
14417.0,WDBAB93C5FF051930,True,DRPBAT,"Cypress, Texas 77429",Mercedes-Benz W123,1985.0,251000.0,3.0L OM617 Turbodiesel Inline-Five,3-Speed Automatic Transmission,2018-11-28,7406.0
14696.0,117375224,True,cwcars,"Glenmont, New York 12077",,,4345.0,No Engine Data Found,4-Speed Manual Transaxle,2018-12-10,22250.0
17923.0,1FABP27M4EF173443,True,Superbeeandy,"Waukesha, Wisconsin 53189",Ford Fox-Body Mustang,1984.0,30000.0,5.0-Liter V8,4-Speed Automatic Transmission,2019-04-15,15100.0
19994.0,VF7MANPOOOONP2021,True,cascadia,"Portland, Oregon 97211",,1986.0,112000.0,Turbo 2.5L I4,5-Speed Manual Transmission,2019-06-19,13300.0
13647.0,ZAMAL1103EB318766,True,levonbarso,"Riverdale, New Jersey 07457",,1984.0,28000.0,Twin-Turbocharged V6,5-Speed Manual Transmission,2018-10-30,11000.0
16366.0,1880146500095,True,WAgroup,"Blacklick, Ohio 43004",,1957.0,133000.0,3.0L Direct-Injected Inline-Six,4-Speed Manual Transmission,2019-02-15,401000.0
17062.0,WDB1240361B568235,True,sportscarcentral,"Bellevue, Washington 98005",Mercedes-Benz W124 E-Class,1991.0,121000.0,5.0L M119 V8,4-Speed Automatic Transmission,2019-03-13,27750.0
18975.0,WP0AB29949S720804,True,bluecrush,"Kansas City, Missouri 64113",Porsche 997 911,2009.0,24000.0,3.8L Flat-Six,7-Speed PDK Transaxle,2019-05-20,58000.0
20227.0,WP0AB0913ES120767,True,Legend,"Brooklyn, New York 11235",Porsche Impact Bumper 911,1984.0,263000.0,3.2-Liter Flat-Six,5-Speed Manual Transaxle,2019-06-25,35000.0
14152.0,64J048553,True,KennyForsythe,"La Grande, Oregon 97850",,1964.0,32000.0,429ci V8,TH400 Automatic Transmission,2018-11-19,20249.0
16982.0,WBSCD0320VEE12360,True,ilikecars90,"Santa Clara, California 95051",BMW E36 M3,1997.0,112000.0,3.2L S52 Inline-Six,5-Speed Automatic Transmission,2019-03-11,8100.0
16729.0,WP0AA29859U761067,True,Swiftmotoring,"Pinehurst, North Carolina 28374",Porsche Cayman,2009.0,154000.0,2.9-Liter Flat-Six,6-Speed Manual Transmission,2019-03-01,18250.0
18163.0,CT35924L,True,Sportscarclassics,"Katonah, New York 10536",Triumph TR4,1965.0,,"2,138cc Inline-Four",4-Speed Manual Transmission,2019-04-23,17500.0
14230.0,M28A8V5280,True,Pixofu,"Clarksburg, West Virginia 26301",,1978.0,37000.0,454ci V8,3-Speed Automatic Transmission,2018-11-21,4300.0
18740.0,ZFFPR48A7S0103574,True,Warrenlu,"Kirkland, Washington 98034",Ferrari F355,1995.0,32000.0,3.5-Liter V8,6-Speed Manual Transaxle,2019-05-10,62500.0
16863.0,WP0AA0952GN152309,True,s90steve,"Canby, Oregon 97013",Porsche 944 Turbo,1986.0,156000.0,Turbocharged 2.5L Four,5-Speed Manual Transaxle,2019-03-06,9000.0
14392.0,MC11-1020248,True,sodo-moto,"Seattle, Washington",Honda Motorcycles,1984.0,1204.0,249cc Two-Stroke V-Twin,6-Speed Manual Gearbox,2018-11-27,6500.0
17671.0,WDBSK76FX4F078178,True,bruce_m,"Doylestown, Pennsylvania 18901",Mercedes-Benz R230 SL,2004.0,33000.0,Twin-Turbocharged 5.5L V12,5-Speed Automatic Transmission,2019-04-05,32000.0
15322.0,WDBTJ75H96F188538,True,MightyMo,"Winter Park, Florida 32789",,2006.0,28163.0,M113 5.0L V8 Engine,7-Speed Automatic Transmission,2019-01-03,17250.0
13798.0,SAJNW4845LC171057,True,calmeyer33,"Bountiful, Utah 84010",Jaguar XJS,1990.0,38000.0,5.3-Liter V12,3-Speed Automatic,2018-11-06,15000.0
19522.0,A2RTE2SCT7A000121,True,Mvagusta2002,"Greenwich, Connecticut 06831",,2007.0,,GM Ecotech 2.0-Liter Inline-Four,6-Speed Manual w/ LSD,2019-06-04,42000.0
17960.0,WAURD68D91A099089,True,stephencoyner,"San Francisco, California 94118",Audi S4,2001.0,123000.0,Twin-Turbocharged 2.7-Liter V6,6-Speed Manual Transmission,2019-04-16,8200.0
15336.0,ZDM1SB5V44B023360,True,Bill_Nation,"Glendale, California 91208",,2004.0,,998cc Testastretta L-Twin,6-Speed Gearbox,2019-01-04,19998.0
18537.0,cl3602021518,True,UltraMotorSource,"Menasha, Wisconsin 54952",,1975.0,24000.0,356cc OHC Parallel Twin,6-Speed Transmission,2019-05-06,3100.0
13936.0,JH4DC2315WS003397,True,1600veloce,"North Salem, New York 10560",Acura Integra Type R,1998.0,187327.0,1.8L VTEC I4,5-Speed Transmission,2018-11-12,23500.0
14315.0,JA3XD64B9NY067768,True,Sellitforme,"Olive Branch, Mississippi 38654",,1992.0,51000.0,3.0-Liter DOHC V6,5-Speed Manual Transaxle,2018-11-23,7000.0
13473.0,SVCRD320RD03H0005,False,Maikaze,"Crofton, Maryland 21114",,2005.0,,No Engine Data Found,Transmission Case Included,2018-10-24,45000.0
17693.0,9113100913,True,Donnsny,"Boring, Oregon 97009",Porsche Longhood 911,1973.0,,3.2-Liter Flat-Six,5-Speed Manual Transaxle,2019-04-05,35500.0
15706.0,GHNL96508,True,adguy924cgt,"Belle Chasse, Louisiana 70037",MG MGA,1961.0,965.0,"1,588cc Inline-Four",4-Speed Manual Transmission,2019-01-21,18500.0
19855.0,1FACP44E3MF191105,True,DatGuy,"Lake Oswego, Oregon 97034",Ford Fox-Body Mustang,1991.0,159000.0,5.0-Liter V8,4-Speed Automatic Transmission,2019-06-14,8600.0
16727.0,WMWRE33566TL21885,True,alexmaris,"Dallas, Texas, 75214 ",Mini Modern,2006.0,99000.0,Supercharged 1.6L Inline-Four,6-Speed Manual Transaxle,2019-03-01,12053.0
15910.0,10801812095728,True,PaulS,"Houston, Texas 77055",Mercedes-Benz W108 & W109,1972.0,,2.8-Liter M130 Inline-Six,4-Speed Automatic Transmission,2019-01-29,8900.0
